9 20 0 3840 1546 0 0
69 74 47.595141
53 43 20.838038
16 70 9.173864
10 68 49.772637
58 72 37.365337
44 73 16.075625
92 9 13.258766
51 52 28.106021
11 69 4.834132
0 1 42.059084 42.059084
0 3 49.626148 49.626148
0 4 41.055025 41.055025
0 6 14.908292 14.908292
0 7 16.020692 16.020692
0 8 15.375225 15.375225
1 3 20.397046 20.397046
1 4 20.116276 20.116276
1 6 27.927488 27.927488
1 7 13.327433 13.327433
1 8 42.112491 42.112491
2 7 25.884274 25.884274
3 4 37.311930 37.311930
3 7 48.078860 48.078860
3 8 4.589984 4.589984
4 6 49.963378 49.963378
4 7 16.949980 16.949980
5 6 15.692618 15.692618
5 8 16.333506 16.333506
6 7 33.280435 33.280435
