9 20 0 1150 610 0 0
87 96 24.246956
29 16 41.540269
17 98 4.588458
86 44 15.570544
31 51 11.062960
66 37 15.465255
88 33 47.322001
97 18 24.654378
98 33 18.694113
0 2 9.956664 9.956664
0 3 10.965300 10.965300
0 5 17.516099 17.516099
0 6 37.079989 37.079989
0 7 20.502335 20.502335
1 2 9.543138 9.543138
1 4 2.986236 2.986236
1 5 15.291299 15.291299
1 6 24.121830 24.121830
2 3 12.187567 12.187567
2 4 37.755974 37.755974
2 5 49.333171 49.333171
2 6 8.679464 8.679464
2 7 12.501907 12.501907
3 7 17.871639 17.871639
3 8 25.836970 25.836970
4 6 24.680319 24.680319
5 6 19.626453 19.626453
5 8 32.450331 32.450331
6 7 13.951537 13.951537
