9 17 0 8171 3727 0 0
41 78 4.121525
95 73 40.951262
89 29 44.428846
48 53 48.692282
16 7 19.777520
41 57 42.925810
24 90 9.332560
9 39 18.411817
80 13 11.311686
0 4 4.632710 4.632710
0 5 7.049776 7.049776
1 2 20.123905 20.123905
1 3 7.913450 7.913450
1 4 6.231880 6.231880
1 5 16.748558 16.748558
1 7 11.250649 11.250649
2 3 3.558458 3.558458
2 5 22.206793 22.206793
3 5 10.206915 10.206915
3 6 36.779382 36.779382
3 8 9.054842 9.054842
4 6 13.991211 13.991211
4 7 25.588244 25.588244
4 8 40.742210 40.742210
5 7 28.548540 28.548540
7 8 36.352123 36.352123
