9 16 0 333 2358 0 0
69 21 26.325266
69 52 42.052980
38 70 12.810144
61 42 26.310007
7 38 7.745598
87 41 37.775811
47 31 48.892178
8 68 42.570269
31 94 13.939329
0 1 20.203253 20.203253
0 7 23.113193 23.113193
1 5 30.262154 30.262154
1 8 17.062899 17.062899
2 3 16.922514 16.922514
2 4 42.722861 42.722861
2 5 10.477004 10.477004
2 6 6.450087 6.450087
2 7 40.121158 40.121158
2 8 8.952605 8.952605
3 4 20.310068 20.310068
3 5 40.792566 40.792566
4 5 2.473525 2.473525
4 8 41.865291 41.865291
5 6 15.692618 15.692618
6 7 2.441481 2.441481
