9 19 0 50 2517 0 0
27 88 20.223090
1 31 32.909635
83 36 11.201819
33 29 26.607562
43 63 7.895138
10 93 38.445692
49 40 19.806513
26 53 49.252297
44 90 3.094577
0 1 10.818812 10.818812
0 2 38.599811 38.599811
0 4 13.144322 13.144322
0 5 9.396649 9.396649
0 6 46.850490 46.850490
0 7 6.189154 6.189154
1 2 43.250832 43.250832
1 3 38.389233 38.389233
1 5 24.187445 24.187445
1 6 24.562822 24.562822
2 4 15.079196 15.079196
3 5 33.211768 33.211768
3 7 13.032929 13.032929
3 8 27.771844 27.771844
4 7 32.735679 32.735679
4 8 18.485061 18.485061
5 8 20.961638 20.961638
6 7 49.623096 49.623096
6 8 35.596789 35.596789
