9 17 0 8760 56 0 0
70 81 45.764031
7 20 33.262123
11 62 29.401532
70 59 5.256813
79 84 5.648976
71 5 44.633320
97 26 21.629994
91 60 18.735313
80 2 38.245796
0 1 32.920316 32.920316
0 2 13.211463 13.211463
0 3 36.446730 36.446730
0 4 35.424360 35.424360
0 5 21.655934 21.655934
0 6 15.082247 15.082247
1 4 36.130863 36.130863
1 5 44.296091 44.296091
1 6 30.080569 30.080569
1 7 47.724845 47.724845
1 8 0.418104 0.418104
2 4 40.833766 40.833766
2 6 20.192572 20.192572
2 8 26.165044 26.165044
4 7 33.764153 33.764153
4 8 40.369884 40.369884
5 8 47.503586 47.503586
