8 15 0 8700 1580 0 0
27 69 8.735923
24 27 19.014557
41 89 3.520310
29 83 32.239753
81 1 16.853847
38 86 31.705679
42 3 42.471084
63 21 41.538743
0 1 47.730949 47.730949
0 2 47.929319 47.929319
0 7 14.523759 14.523759
1 2 22.560808 22.560808
1 5 23.497726 23.497726
1 6 14.456618 14.456618
1 7 21.698660 21.698660
2 3 0.561541 0.561541
2 4 31.829279 31.829279
2 6 42.521439 42.521439
3 4 15.721610 15.721610
3 7 20.397046 20.397046
4 6 45.591601 45.591601
5 6 20.603046 20.603046
6 7 2.726829 2.726829
