9 16 0 2085 728 0 0
28 2 43.261513
38 48 1.896725
32 23 28.398999
27 46 4.440443
21 39 29.482406
57 16 3.189184
41 26 42.025513
69 55 45.660268
13 90 5.435347
0 1 37.656789 37.656789
0 4 21.057772 21.057772
0 5 4.631184 4.631184
0 8 48.358104 48.358104
1 2 43.108921 43.108921
1 4 10.718101 10.718101
1 5 39.715262 39.715262
2 3 10.060427 10.060427
2 6 43.597217 43.597217
2 8 15.219581 15.219581
3 5 23.253578 23.253578
4 6 32.094790 32.094790
4 8 11.818293 11.818293
5 6 29.992065 29.992065
6 8 25.901059 25.901059
7 8 30.487991 30.487991
