9 20 0 4950 722 0 0
50 39 24.349193
70 35 26.668600
78 24 6.372265
72 91 49.302652
36 83 20.000305
17 97 11.229286
54 19 21.640675
76 46 5.946532
68 13 37.115085
0 2 6.678976 6.678976
0 4 2.577288 2.577288
0 5 2.357555 2.357555
0 7 26.921903 26.921903
1 2 4.609821 4.609821
1 3 16.649373 16.649373
1 4 33.872494 33.872494
1 8 44.454787 44.454787
2 4 39.489425 39.489425
2 5 20.668661 20.668661
2 6 30.709250 30.709250
2 7 30.823695 30.823695
3 6 8.438368 8.438368
3 8 41.647084 41.647084
4 7 21.890927 21.890927
4 8 24.843593 24.843593
5 7 0.929289 0.929289
5 8 31.702628 31.702628
6 7 32.294687 32.294687
6 8 17.651906 17.651906
