9 18 0 7120 771 0 0
41 19 15.160070
25 21 13.165685
39 83 39.167455
70 48 6.831568
6 4 47.329630
84 64 15.166173
71 12 34.026612
54 35 22.775964
34 35 10.597552
0 1 20.740379 20.740379
0 4 38.889737 38.889737
0 7 19.090854 19.090854
0 8 16.472365 16.472365
1 2 41.285440 41.285440
1 5 35.692923 35.692923
1 6 48.353526 48.353526
2 6 3.271584 3.271584
2 8 8.592486 8.592486
3 5 32.180242 32.180242
3 6 49.516282 49.516282
4 5 26.459548 26.459548
4 6 47.173986 47.173986
4 8 0.723289 0.723289
5 6 27.382733 27.382733
5 7 20.061342 20.061342
5 8 1.377911 1.377911
7 8 10.921049 10.921049
