9 21 0 1300 268 0 0
26 29 19.977416
13 85 42.782373
17 26 0.933866
58 70 39.797662
89 70 30.443739
40 66 13.316752
57 32 25.992615
4 28 49.517808
96 25 33.841975
0 2 10.148930 10.148930
0 3 9.561449 9.561449
0 5 28.736229 28.736229
0 6 39.718314 39.718314
1 2 13.469344 13.469344
1 3 11.014130 11.014130
1 4 42.899869 42.899869
1 5 24.631489 24.631489
1 6 0.708029 0.708029
1 8 6.933805 6.933805
2 6 44.250313 44.250313
3 6 9.866634 9.866634
3 7 37.794122 37.794122
3 8 33.062227 33.062227
4 5 28.064821 28.064821
4 6 17.607654 17.607654
5 6 13.505966 13.505966
5 7 39.503159 39.503159
5 8 0.630207 0.630207
6 8 47.256386 47.256386
7 8 29.996643 29.996643
