8 16 0 5925 525 0 0
42 95 36.687826
77 52 45.556505
35 39 11.226234
74 93 27.312540
23 9 5.111850
38 30 5.880917
32 43 2.577288
19 93 25.911740
0 1 44.882046 44.882046
0 5 14.673299 14.673299
0 7 24.929044 24.929044
1 2 27.648244 27.648244
1 4 42.281869 42.281869
1 5 40.124210 40.124210
1 7 33.960997 33.960997
2 4 19.467757 19.467757
2 6 46.972564 46.972564
2 7 41.634877 41.634877
3 7 8.415479 8.415479
4 5 17.651906 17.651906
4 6 24.767296 24.767296
5 6 5.429243 5.429243
5 7 44.561602 44.561602
6 7 1.437422 1.437422
