8 14 0 8440 774 0 0
48 81 23.279519
26 39 25.099948
28 64 23.879208
46 87 33.997620
22 68 37.235633
57 41 39.165929
50 53 24.599445
80 28 15.874203
0 1 17.332987 17.332987
0 2 1.152074 1.152074
0 3 12.337107 12.337107
0 6 19.315165 19.315165
1 4 30.925932 30.925932
1 5 39.934996 39.934996
2 5 38.328196 38.328196
3 6 35.804315 35.804315
3 7 13.324381 13.324381
4 5 46.931364 46.931364
4 6 38.325144 38.325144
4 7 32.329783 32.329783
5 6 37.188330 37.188330
5 7 43.395795 43.395795
