8 17 0 1971 2003 0 0
48 88 45.806757
78 25 21.091342
48 75 37.876522
92 13 13.270974
85 43 40.694906
1 14 0.326548
25 24 2.554399
61 76 17.123936
0 6 20.451979 20.451979
0 7 21.362957 21.362957
1 3 29.648732 29.648732
1 4 39.635914 39.635914
1 6 22.519608 22.519608
1 7 8.586383 8.586383
2 4 8.594012 8.594012
2 5 5.018769 5.018769
3 4 22.243416 22.243416
3 5 2.554399 2.554399
3 6 43.688772 43.688772
3 7 23.162023 23.162023
4 5 36.979278 36.979278
4 6 29.604480 29.604480
4 7 47.886593 47.886593
5 6 32.946257 32.946257
5 7 39.147618 39.147618
