8 15 0 6680 3298 0 0
27 29 37.945189
37 96 14.127018
71 35 19.185461
96 82 26.216926
61 49 11.656545
5 47 33.335368
81 18 2.963347
39 16 2.070681
0 2 34.609516 34.609516
0 4 10.930204 10.930204
0 5 7.353435 7.353435
1 2 13.286233 13.286233
1 3 8.760338 8.760338
1 6 20.422987 20.422987
1 7 4.266488 4.266488
2 3 40.705588 40.705588
2 6 28.604999 28.604999
2 7 46.671957 46.671957
3 6 32.296213 32.296213
3 7 33.498642 33.498642
4 5 33.349101 33.349101
4 6 32.094790 32.094790
4 7 11.067537 11.067537
