9 16 0 1628 1409 0 0
89 57 45.739616
6 56 34.217353
78 90 12.616352
88 55 29.276406
20 8 26.854762
57 4 21.416364
60 73 25.283059
46 45 42.532121
45 5 7.626576
0 1 6.807154 6.807154
0 5 19.603565 19.603565
1 3 23.148289 23.148289
1 8 37.539293 37.539293
2 3 7.751701 7.751701
2 6 40.356151 40.356151
2 7 25.704215 25.704215
3 6 42.081973 42.081973
3 7 49.682608 49.682608
3 8 36.515397 36.515397
4 6 29.207739 29.207739
4 7 7.385479 7.385479
4 8 16.147343 16.147343
5 7 25.707266 25.707266
6 8 22.406690 22.406690
7 8 26.207770 26.207770
