8 20 0 5975 772 0 0
86 74 31.049532
29 44 32.697531
54 79 31.899472
86 72 39.655751
78 43 49.884030
11 40 43.592639
33 8 31.170080
13 40 25.556200
0 1 0.912503 0.912503
0 2 11.568041 11.568041
0 3 0.669881 0.669881
0 7 17.723624 17.723624
1 4 45.327616 45.327616
1 5 19.234291 19.234291
1 6 44.637898 44.637898
1 7 37.276833 37.276833
2 3 38.987396 38.987396
2 4 7.065035 7.065035
2 5 27.558214 27.558214
2 7 31.160924 31.160924
3 5 47.967467 47.967467
3 6 30.951872 30.951872
3 7 8.090457 8.090457
4 5 49.897763 49.897763
4 7 7.512131 7.512131
5 6 27.648244 27.648244
5 7 48.275704 48.275704
6 7 23.137608 23.137608
