8 16 0 4085 640 0 0
41 73 48.243660
11 23 12.192145
51 24 31.250954
30 9 44.213691
65 41 16.782128
93 67 44.907987
91 14 24.190497
96 6 43.675039
0 2 27.761162 27.761162
0 4 25.969726 25.969726
0 6 33.533738 33.533738
0 7 30.170598 30.170598
1 3 32.415235 32.415235
1 4 0.317392 0.317392
1 5 44.613483 44.613483
1 6 45.594653 45.594653
1 7 2.143925 2.143925
2 3 20.516068 20.516068
2 5 42.606891 42.606891
3 5 28.763695 28.763695
3 6 19.983520 19.983520
4 5 24.852748 24.852748
5 7 23.747978 23.747978
6 7 9.535508 9.535508
