9 20 0 8560 1867 0 0
55 14 5.355998
87 22 45.704520
9 27 19.800409
62 56 32.242805
90 86 30.135502
76 37 25.270852
82 54 12.219611
44 88 27.057711
19 28 24.581133
0 1 47.787408 47.787408
0 2 45.892209 45.892209
0 3 44.639424 44.639424
0 4 2.000488 2.000488
0 5 22.499771 22.499771
0 7 9.535508 9.535508
1 4 5.880917 5.880917
1 6 34.313486 34.313486
2 3 21.903134 21.903134
2 5 41.788995 41.788995
2 6 38.117618 38.117618
2 8 46.731468 46.731468
3 5 34.145634 34.145634
3 6 30.103458 30.103458
3 7 35.026093 35.026093
3 8 44.608905 44.608905
4 5 22.838527 22.838527
4 7 6.944487 6.944487
6 8 0.428785 0.428785
7 8 44.503616 44.503616
