8 14 0 7766 1873 0 0
13 68 48.939482
13 6 22.974334
46 94 41.438032
82 34 20.540483
40 30 15.807062
66 88 49.804682
37 15 2.372814
36 90 33.297220
0 2 0.202948 0.202948
0 5 44.929350 44.929350
1 3 26.680807 26.680807
1 6 22.045045 22.045045
1 7 44.383068 44.383068
2 3 43.676565 43.676565
2 7 14.474929 14.474929
3 5 12.149419 12.149419
3 6 35.323649 35.323649
3 7 29.692984 29.692984
4 5 44.807276 44.807276
4 7 48.075808 48.075808
5 6 15.323344 15.323344
5 7 12.541581 12.541581
