9 22 0 7900 516 0 0
25 41 18.041017
25 5 11.220130
38 21 18.568987
15 23 22.281564
85 70 19.728690
25 70 6.721702
52 4 40.966521
10 87 20.719016
76 65 8.729820
0 1 43.571276 43.571276
0 4 40.369884 40.369884
0 6 47.602771 47.602771
0 7 3.122044 3.122044
1 2 23.154393 23.154393
1 4 24.939726 24.939726
1 5 16.248054 16.248054
1 7 10.159612 10.159612
1 8 46.806238 46.806238
2 4 2.351451 2.351451
2 5 5.491806 5.491806
2 7 12.448500 12.448500
2 8 28.490555 28.490555
3 4 24.959563 24.959563
3 7 16.382336 16.382336
4 5 37.879574 37.879574
4 6 32.004761 32.004761
4 8 13.818781 13.818781
5 6 6.593524 6.593524
5 8 5.151524 5.151524
6 7 42.477187 42.477187
6 8 36.175115 36.175115
