8 15 0 1050 119 0 0
24 55 46.525468
12 38 31.244850
18 1 1.802118
91 15 6.987213
9 46 21.288186
34 70 10.618915
57 11 25.188452
76 97 5.348369
0 1 1.893674 1.893674
0 4 3.842280 3.842280
0 6 49.171422 49.171422
1 3 35.874508 35.874508
1 4 36.515397 36.515397
1 6 41.297647 41.297647
1 7 26.107059 26.107059
2 3 37.054048 37.054048
2 4 35.798212 35.798212
3 4 2.458266 2.458266
3 7 48.091067 48.091067
4 6 21.369060 21.369060
4 7 0.390637 0.390637
5 6 47.703482 47.703482
5 7 14.487136 14.487136
