9 21 0 5680 2508 0 0
60 32 37.313456
72 39 8.928190
17 71 47.665334
70 81 40.495010
24 23 34.446242
91 65 26.123844
19 50 41.405988
50 41 31.490524
87 33 13.936277
0 1 13.904233 13.904233
0 2 38.206122 38.206122
0 6 21.807001 21.807001
0 7 20.413831 20.413831
1 2 32.369457 32.369457
1 4 43.896298 43.896298
1 6 35.880612 35.880612
1 7 38.647114 38.647114
1 8 49.490341 49.490341
2 3 49.673452 49.673452
2 4 47.564623 47.564623
2 6 0.531022 0.531022
2 8 30.349132 30.349132
3 4 35.389264 35.389264
3 5 6.871242 6.871242
3 6 17.258217 17.258217
3 8 37.543870 37.543870
4 7 16.611225 16.611225
4 8 40.102847 40.102847
5 8 38.537248 38.537248
6 8 22.687460 22.687460
