9 21 0 5640 1329 0 0
36 32 23.064364
56 90 3.338725
74 67 21.845149
55 84 31.557665
64 74 49.195837
22 77 42.236091
72 64 4.390088
23 78 6.392102
91 91 12.030396
0 1 42.342906 42.342906
0 2 46.519364 46.519364
0 5 8.600116 8.600116
0 6 33.532212 33.532212
0 7 21.753594 21.753594
1 4 49.418622 49.418622
1 5 28.293710 28.293710
1 6 2.069155 2.069155
1 7 24.813074 24.813074
1 8 20.302438 20.302438
2 3 47.903378 47.903378
2 4 13.455611 13.455611
3 4 32.212287 32.212287
3 5 14.078188 14.078188
3 7 24.539933 24.539933
3 8 29.465621 29.465621
4 6 42.695395 42.695395
4 7 35.573901 35.573901
5 6 31.955931 31.955931
6 7 6.587420 6.587420
6 8 42.994476 42.994476
