9 15 0 3133 1022 0 0
76 32 27.730644
27 59 19.670705
62 40 18.289743
54 26 24.254585
80 30 22.879727
7 6 8.439894
88 65 33.075961
81 99 14.999847
22 33 4.054384
0 2 31.441694 31.441694
0 5 10.603656 10.603656
0 6 32.200079 32.200079
1 4 11.986145 11.986145
1 6 3.302103 3.302103
2 4 49.653615 49.653615
2 5 43.379009 43.379009
2 6 37.888730 37.888730
3 4 40.296640 40.296640
3 5 39.123203 39.123203
4 6 7.852412 7.852412
4 7 47.976623 47.976623
5 6 39.852596 39.852596
6 7 45.625172 45.625172
6 8 14.307077 14.307077
