8 14 0 7466 1281 0 0
23 43 43.064669
51 33 27.439192
54 84 33.317057
35 26 41.055025
83 5 33.703116
88 94 17.549669
43 65 40.040284
28 76 10.310678
0 2 36.797693 36.797693
0 4 30.806909 30.806909
0 5 44.181646 44.181646
1 3 33.387249 33.387249
1 5 4.110843 4.110843
1 6 32.035279 32.035279
1 7 22.872097 22.872097
2 4 2.464370 2.464370
2 7 45.477157 45.477157
3 6 17.761773 17.761773
3 7 43.940550 43.940550
4 6 17.360454 17.360454
4 7 11.832026 11.832026
6 7 45.608386 45.608386
