9 25 0 3350 500 0 0
51 71 4.635762
84 21 47.964415
69 78 33.751946
97 77 34.936064
46 18 23.212378
4 1 42.262032
69 42 26.554155
68 65 16.556291
6 24 6.059450
0 1 7.618946 7.618946
0 2 28.679769 28.679769
0 3 45.065157 45.065157
0 4 37.777337 37.777337
0 5 45.893735 45.893735
0 7 20.683920 20.683920
1 2 42.986847 42.986847
1 3 48.046815 48.046815
1 5 29.094821 29.094821
1 8 18.022706 18.022706
2 4 34.015931 34.015931
2 5 11.520737 11.520737
2 6 18.039491 18.039491
2 7 11.244545 11.244545
3 5 35.746330 35.746330
3 6 9.019745 9.019745
3 8 20.909757 20.909757
4 6 3.218177 3.218177
4 7 45.316935 45.316935
4 8 9.166234 9.166234
5 6 6.929228 6.929228
5 7 40.974151 40.974151
5 8 34.888760 34.888760
6 8 30.274361 30.274361
7 8 45.162816 45.162816
