9 19 0 3880 485 0 0
50 42 46.136357
53 69 29.869991
6 45 9.825434
41 47 20.622883
25 9 19.925535
27 9 4.875332
42 89 14.856410
22 68 14.052248
14 58 47.253334
0 2 47.489853 47.489853
0 5 27.713858 27.713858
0 6 7.638783 7.638783
0 8 0.785852 0.785852
1 3 22.212897 22.212897
1 4 29.194006 29.194006
1 5 4.312265 4.312265
1 6 25.623341 25.623341
1 7 37.159337 37.159337
2 3 17.535936 17.535936
2 5 32.914212 32.914212
2 6 46.259957 46.259957
2 8 18.675802 18.675802
3 5 27.065340 27.065340
3 6 4.910428 4.910428
4 5 10.274056 10.274056
4 6 44.907987 44.907987
4 8 28.766747 28.766747
6 8 24.776452 24.776452
