8 15 0 3542 2568 0 0
64 46 3.576769
1 80 7.072665
40 32 11.859493
47 44 39.046907
96 7 38.166448
51 34 8.699301
5 45 22.045045
33 3 47.230445
0 1 48.704489 48.704489
0 3 12.350841 12.350841
0 4 12.517167 12.517167
0 7 7.142857 7.142857
1 3 15.915403 15.915403
1 4 42.091128 42.091128
1 5 44.550920 44.550920
1 7 14.951018 14.951018
3 5 14.108707 14.108707
3 7 17.386395 17.386395
4 5 25.122837 25.122837
4 6 44.906461 44.906461
4 7 7.821894 7.821894
5 7 31.395917 31.395917
6 7 24.303415 24.303415
