9 19 0 6120 1332 0 0
16 94 13.864559
41 82 14.178900
1 41 39.892270
24 42 2.896207
18 25 15.674306
50 25 10.112308
3 56 40.438551
29 8 29.793695
62 82 28.836940
0 2 18.305002 18.305002
0 4 34.476760 34.476760
0 5 8.175909 8.175909
0 7 35.830256 35.830256
0 8 24.860378 24.860378
1 2 7.812738 7.812738
1 5 32.486953 32.486953
1 7 10.617389 10.617389
1 8 13.188574 13.188574
2 5 38.245796 38.245796
3 5 5.124058 5.124058
3 8 17.374187 17.374187
4 7 33.501694 33.501694
4 8 21.526231 21.526231
5 7 2.343822 2.343822
5 8 48.258919 48.258919
6 7 30.727561 30.727561
6 8 15.489669 15.489669
7 8 11.540574 11.540574
