9 20 0 2875 1322 0 0
63 21 4.809717
63 53 45.104831
48 47 43.388165
56 20 19.489120
3 21 17.296365
54 5 33.838923
69 89 44.143498
44 1 31.029695
1 5 20.314646
0 1 19.281594 19.281594
0 3 41.996521 41.996521
0 7 31.347087 31.347087
1 2 36.652730 36.652730
1 4 2.024903 2.024903
1 5 2.702414 2.702414
1 6 44.936979 44.936979
1 8 3.147984 3.147984
2 3 48.545793 48.545793
2 4 13.170263 13.170263
2 5 28.089236 28.089236
3 6 45.242164 45.242164
3 8 43.589587 43.589587
4 5 0.114444 0.114444
4 8 10.898160 10.898160
5 6 38.239692 38.239692
5 7 43.090609 43.090609
5 8 3.207495 3.207495
6 8 17.537461 17.537461
7 8 21.350749 21.350749
