9 19 0 3920 1502 0 0
1 59 15.619373
38 63 39.242225
75 97 5.558947
11 30 3.942991
16 96 29.956969
80 92 36.808374
15 16 36.269723
92 19 1.173437
35 92 41.042817
0 1 25.692007 25.692007
0 2 42.823572 42.823572
0 5 47.271645 47.271645
0 6 29.035310 29.035310
0 7 16.824854 16.824854
1 2 49.980163 49.980163
1 4 2.279733 2.279733
1 5 9.518723 9.518723
1 6 29.662465 29.662465
2 3 32.476272 32.476272
2 6 46.264534 46.264534
2 7 3.402814 3.402814
2 8 28.695029 28.695029
3 8 39.689322 39.689322
4 5 42.544328 42.544328
4 7 9.033479 9.033479
5 6 5.662709 5.662709
5 8 16.631062 16.631062
6 7 30.585650 30.585650
