9 22 0 480 1385 0 0
43 10 14.299448
41 32 0.709555
63 9 15.739921
96 64 43.382061
4 81 17.557299
58 18 26.522111
27 47 31.008332
92 7 26.845607
48 51 18.263802
0 1 19.426557 19.426557
0 2 41.972106 41.972106
0 3 34.179205 34.179205
0 8 29.198584 29.198584
1 2 42.413099 42.413099
1 3 24.088260 24.088260
1 4 37.333293 37.333293
1 6 7.132176 7.132176
1 8 46.911527 46.911527
2 3 31.556139 31.556139
2 4 43.560595 43.560595
2 8 40.015870 40.015870
3 5 12.063967 12.063967
4 6 0.648518 0.648518
4 7 16.837062 16.837062
4 8 45.684683 45.684683
5 6 4.641865 4.641865
5 7 13.811151 13.811151
5 8 15.196692 15.196692
6 7 8.494827 8.494827
6 8 23.671682 23.671682
7 8 25.687429 25.687429
