9 15 0 5250 618 0 0
23 18 20.332957
2 54 4.933317
36 59 39.208655
40 60 22.832423
44 54 0.122074
70 4 3.366192
29 17 16.031373
20 93 6.146428
88 92 45.820490
0 1 39.086581 39.086581
0 2 1.155126 1.155126
0 6 4.550310 4.550310
0 7 25.453963 25.453963
1 3 47.582934 47.582934
1 4 5.034028 5.034028
1 7 23.853267 23.853267
1 8 1.718192 1.718192
2 4 23.514512 23.514512
2 5 10.321360 10.321360
3 6 24.927519 24.927519
3 7 17.908261 17.908261
3 8 22.244942 22.244942
4 7 16.512040 16.512040
5 8 49.687185 49.687185
