8 15 0 6942 1866 0 0
69 39 12.880337
47 53 8.862575
81 43 46.092105
60 99 48.744163
31 13 30.927458
73 43 38.459426
8 53 16.081729
61 40 3.105258
0 4 16.675314 16.675314
0 5 41.598254 41.598254
1 4 41.167943 41.167943
1 5 2.264473 2.264473
1 6 12.443922 12.443922
1 7 2.002014 2.002014
2 3 5.369732 5.369732
2 4 5.392621 5.392621
2 5 46.092105 46.092105
2 7 4.420606 4.420606
3 4 46.066164 46.066164
4 5 13.940855 13.940855
4 6 5.539109 5.539109
4 7 19.881283 19.881283
5 7 14.319285 14.319285
