8 16 0 3285 1016 0 0
48 62 20.355846
44 22 16.595965
28 86 47.734001
41 43 30.758080
31 32 39.898373
93 49 25.359355
8 99 21.488083
12 31 2.406384
0 1 3.975036 3.975036
0 2 0.563066 0.563066
0 3 40.563677 40.563677
0 5 4.907376 4.907376
0 6 23.886837 23.886837
0 7 17.693106 17.693106
1 2 2.485733 2.485733
1 3 45.141453 45.141453
1 4 35.088656 35.088656
1 6 7.858516 7.858516
2 5 21.605579 21.605579
3 5 0.312815 0.312815
3 7 31.243324 31.243324
4 6 0.750755 0.750755
4 7 1.608325 1.608325
5 6 21.543016 21.543016
