8 16 0 2177 14 0 0
27 83 20.143742
25 35 44.657735
24 97 32.877590
22 37 34.736167
82 83 27.790155
40 76 43.041780
60 76 42.751854
73 33 27.297281
0 1 42.580950 42.580950
0 4 30.924406 30.924406
0 6 31.856746 31.856746
0 7 33.520005 33.520005
1 2 33.297220 33.297220
1 3 9.251686 9.251686
1 5 47.827082 47.827082
2 4 40.499588 40.499588
2 5 1.358074 1.358074
2 7 11.387982 11.387982
3 5 38.758507 38.758507
3 7 46.531571 46.531571
4 5 26.868496 26.868496
4 6 18.446913 18.446913
4 7 20.070498 20.070498
5 7 6.125065 6.125065
