8 17 0 371 1871 0 0
57 41 3.468429
73 75 32.975249
77 53 35.381634
33 68 24.852748
15 80 25.931578
16 53 46.316416
52 65 25.322733
47 95 36.304819
0 2 5.018769 5.018769
0 3 42.522965 42.522965
0 4 23.824274 23.824274
0 5 23.941771 23.941771
0 6 36.178167 36.178167
1 2 4.902799 4.902799
1 3 4.811243 4.811243
1 4 29.175695 29.175695
1 7 1.255837 1.255837
2 4 48.944060 48.944060
2 5 42.764061 42.764061
2 6 44.932402 44.932402
3 7 13.806574 13.806574
4 6 7.489242 7.489242
4 7 15.343181 15.343181
5 7 29.268777 29.268777
6 7 38.167974 38.167974
