9 19 0 6166 351 0 0
95 38 14.600055
69 67 46.589557
53 36 37.067782
76 60 20.824305
27 62 45.762505
68 86 41.050447
59 19 32.815027
34 66 43.806269
16 98 31.830805
0 4 21.210364 21.210364
0 5 12.721641 12.721641
0 6 45.135350 45.135350
0 7 14.151433 14.151433
0 8 37.807855 37.807855
1 6 29.779962 29.779962
1 7 39.403974 39.403974
2 4 5.278176 5.278176
2 5 13.310648 13.310648
2 7 43.992431 43.992431
2 8 20.221564 20.221564
3 4 39.048433 39.048433
3 7 48.059023 48.059023
4 6 38.804285 38.804285
4 7 42.907498 42.907498
4 8 23.204749 23.204749
5 7 45.928831 45.928831
6 7 20.242927 20.242927
7 8 19.969787 19.969787
