9 17 0 2233 2194 0 0
63 44 5.992309
94 58 29.613636
30 78 29.552599
4 80 20.288705
3 6 48.812830
96 50 6.039613
58 12 20.577105
5 49 35.416730
53 67 44.262520
0 1 27.945799 27.945799
0 4 37.252419 37.252419
0 5 22.960601 22.960601
0 7 29.251991 29.251991
1 2 1.196326 1.196326
1 6 48.623615 48.623615
1 7 0.494400 0.494400
1 8 49.353008 49.353008
2 3 3.378399 3.378399
2 4 2.293466 2.293466
2 5 22.649312 22.649312
2 7 36.527604 36.527604
3 6 10.144353 10.144353
3 7 34.591205 34.591205
5 8 0.251778 0.251778
6 7 36.909085 36.909085
6 8 16.287729 16.287729
