9 24 0 2155 1545 0 0
81 56 48.487808
75 73 33.507797
21 5 12.961211
61 32 15.301981
75 7 29.609058
98 50 34.469131
75 42 44.051943
63 82 18.587298
35 6 44.088565
0 1 33.039338 33.039338
0 2 43.954283 43.954283
0 4 10.014649 10.014649
0 5 5.943480 5.943480
0 6 29.532762 29.532762
0 7 31.125828 31.125828
0 8 29.990539 29.990539
1 3 33.790094 33.790094
1 4 7.429731 7.429731
1 6 48.544267 48.544267
1 7 23.328349 23.328349
2 4 42.959380 42.959380
2 7 5.008087 5.008087
2 8 42.750328 42.750328
3 5 48.309275 48.309275
3 6 14.206366 14.206366
3 7 42.561113 42.561113
4 5 27.663503 27.663503
4 7 25.399030 25.399030
4 8 10.388501 10.388501
5 6 14.160588 14.160588
5 7 32.732627 32.732627
6 8 23.471786 23.471786
7 8 22.695090 22.695090
