8 15 0 733 2449 0 0
4 8 21.765801
94 19 8.621479
33 89 33.411664
33 65 5.877865
80 25 3.733940
19 39 16.412854
33 84 38.605914
15 16 33.263649
0 1 1.264992 1.264992
0 3 10.762352 10.762352
0 6 35.184790 35.184790
0 7 11.755730 11.755730
1 2 41.744743 41.744743
1 7 41.114536 41.114536
2 3 45.249794 45.249794
2 4 49.034089 49.034089
2 5 1.297037 1.297037
2 6 37.305826 37.305826
3 4 33.858760 33.858760
4 6 18.308054 18.308054
4 7 2.447584 2.447584
5 6 33.591723 33.591723
5 7 4.837184 4.837184
