9 20 0 7057 764 0 0
25 68 21.889401
91 62 39.098788
32 5 32.441176
43 34 37.775811
14 17 25.125889
53 45 44.433424
8 73 1.660207
17 15 49.777215
39 70 23.499252
0 3 48.207038 48.207038
0 4 35.679189 35.679189
0 8 10.437330 10.437330
1 2 40.296640 40.296640
1 5 49.185156 49.185156
1 7 14.770959 14.770959
2 3 2.095096 2.095096
2 4 6.672872 6.672872
2 5 33.916746 33.916746
2 7 1.928770 1.928770
3 4 3.151036 3.151036
3 5 41.282388 41.282388
3 6 11.331523 11.331523
3 7 14.397107 14.397107
3 8 11.427656 11.427656
4 5 1.026948 1.026948
4 6 45.379498 45.379498
5 6 0.700400 0.700400
6 7 6.413465 6.413465
7 8 3.891110 3.891110
