9 24 0 3050 648 0 0
87 57 16.032899
36 83 16.554765
50 50 9.735405
30 66 6.416517
45 63 43.768120
25 59 21.367534
77 25 1.919614
72 73 24.167608
30 52 19.347209
0 1 36.132389 36.132389
0 2 46.682638 46.682638
0 5 18.559832 18.559832
0 7 29.509873 29.509873
0 8 30.559709 30.559709
1 2 27.646718 27.646718
1 3 18.079165 18.079165
1 4 7.759331 7.759331
1 5 12.904752 12.904752
1 7 27.210303 27.210303
1 8 2.223273 2.223273
2 3 5.868709 5.868709
2 4 28.408155 28.408155
2 5 31.080050 31.080050
2 6 32.166509 32.166509
2 8 24.236274 24.236274
3 4 30.791650 30.791650
3 8 20.114750 20.114750
4 8 10.411390 10.411390
5 6 29.592273 29.592273
5 7 5.804621 5.804621
6 7 20.532853 20.532853
6 8 24.697104 24.697104
7 8 12.851344 12.851344
