9 21 0 9566 226 0 0
62 99 35.494552
60 58 6.105228
15 9 42.637410
36 44 2.752770
86 73 30.010376
5 53 10.705893
86 45 37.063204
24 67 39.292581
12 92 47.314371
0 5 39.692373 39.692373
0 6 7.448042 7.448042
1 2 32.891324 32.891324
1 3 22.397534 22.397534
1 5 47.918638 47.918638
1 6 3.642384 3.642384
1 8 14.009522 14.009522
2 4 31.405072 31.405072
2 5 39.092685 39.092685
2 6 46.404920 46.404920
2 7 40.440077 40.440077
3 5 23.537400 23.537400
3 7 41.087069 41.087069
4 5 25.920896 25.920896
4 7 10.330515 10.330515
4 8 10.689108 10.689108
5 6 21.689505 21.689505
5 8 5.471969 5.471969
6 7 18.913846 18.913846
6 8 19.946898 19.946898
7 8 18.300424 18.300424
