9 20 0 7866 333 0 0
92 12 45.352031
95 73 16.188543
26 74 33.611560
78 60 33.570360
62 31 26.419874
5 54 6.965850
59 2 9.083834
30 73 38.001648
47 17 40.276803
0 1 36.866359 36.866359
0 3 45.580920 45.580920
0 4 36.690878 36.690878
0 5 40.969573 40.969573
0 6 13.522752 13.522752
0 7 26.392407 26.392407
0 8 37.263100 37.263100
1 2 29.740287 29.740287
1 3 1.800592 1.800592
1 5 19.574572 19.574572
1 7 12.086856 12.086856
2 6 29.329814 29.329814
3 6 46.124149 46.124149
3 7 8.226264 8.226264
4 7 28.402051 28.402051
4 8 32.747887 32.747887
5 6 35.996582 35.996582
5 7 40.678121 40.678121
6 7 34.250923 34.250923
6 8 1.409955 1.409955
