9 21 0 6480 272 0 0
97 89 33.754997
42 36 11.886959
73 8 38.825648
23 4 38.618122
14 35 43.380535
76 82 9.810175
40 81 13.594470
79 13 15.956603
93 1 30.436110
0 1 26.606037 26.606037
0 4 11.580248 11.580248
0 5 14.693136 14.693136
0 6 20.908231 20.908231
0 8 26.123844 26.123844
1 2 12.211982 12.211982
1 4 15.120396 15.120396
1 6 23.366497 23.366497
1 7 13.077181 13.077181
2 4 34.446242 34.446242
2 5 39.916684 39.916684
2 6 36.550493 36.550493
2 7 44.192328 44.192328
3 7 7.223731 7.223731
3 8 4.719687 4.719687
4 5 12.440870 12.440870
4 7 1.518296 1.518296
5 6 15.352336 15.352336
5 8 4.618976 4.618976
6 7 46.943571 46.943571
7 8 38.451796 38.451796
