9 24 0 7900 1007 0 0
35 31 26.563311
69 16 2.111881
51 44 29.993591
30 36 0.868252
5 98 23.152867
73 82 21.304971
61 90 49.765007
57 36 6.669820
62 13 48.486282
0 1 27.648244 27.648244
0 2 24.224067 24.224067
0 3 0.814844 0.814844
0 4 26.546525 26.546525
0 7 5.587939 5.587939
0 8 23.841060 23.841060
1 4 0.044252 0.044252
1 5 39.788507 39.788507
1 6 13.954588 13.954588
1 8 8.235420 8.235420
2 4 49.484237 49.484237
2 5 0.308237 0.308237
2 6 24.451430 24.451430
2 7 8.926664 8.926664
2 8 16.061892 16.061892
3 5 5.587939 5.587939
3 6 32.839442 32.839442
4 5 40.963469 40.963469
4 6 45.408490 45.408490
4 8 16.795862 16.795862
5 6 33.903012 33.903012
5 8 49.189734 49.189734
6 7 14.606159 14.606159
7 8 23.809015 23.809015
