8 19 0 3342 922 0 0
57 86 2.230903
79 66 4.911954
31 23 28.556169
17 25 26.323740
57 36 46.485794
2 3 38.866848
9 16 19.315165
21 88 15.334025
0 1 47.087008 47.087008
0 2 39.313944 39.313944
0 4 9.941404 9.941404
0 5 0.630207 0.630207
0 7 34.369945 34.369945
1 3 10.582293 10.582293
1 4 13.982055 13.982055
1 5 4.791406 4.791406
1 6 48.881497 48.881497
1 7 4.841762 4.841762
2 3 43.432417 43.432417
2 4 47.186193 47.186193
2 6 41.628773 41.628773
3 4 26.328318 26.328318
3 6 7.812738 7.812738
3 7 7.885983 7.885983
4 5 14.720603 14.720603
4 6 21.550645 21.550645
4 7 25.476852 25.476852
