9 20 0 114 2854 0 0
33 7 29.369488
81 98 15.224158
5 59 9.126560
79 55 25.833918
54 92 20.567949
37 42 46.328623
79 14 35.645619
7 95 34.917753
96 94 7.324442
0 2 30.863369 30.863369
0 5 2.720725 2.720725
0 6 15.897092 15.897092
1 2 16.634114 16.634114
1 3 34.266182 34.266182
1 4 39.585559 39.585559
1 5 16.090884 16.090884
1 6 27.245399 27.245399
1 7 21.285134 21.285134
2 3 23.937193 23.937193
2 4 28.617206 28.617206
2 5 30.950346 30.950346
3 4 30.220954 30.220954
3 6 33.329264 33.329264
3 7 30.256050 30.256050
4 5 23.694571 23.694571
4 8 47.178564 47.178564
5 8 22.927030 22.927030
6 8 27.051607 27.051607
7 8 46.105838 46.105838
