9 17 0 4250 2217 0 0
55 71 16.550188
14 12 15.485092
29 54 5.542161
90 39 5.749687
43 34 49.751274
1 28 20.549638
67 14 8.928190
17 4 33.034761
76 63 29.184851
0 6 36.841945 36.841945
1 3 46.874905 46.874905
1 4 9.779656 9.779656
1 5 30.951872 30.951872
1 6 44.378491 44.378491
1 7 2.949614 2.949614
1 8 17.139195 17.139195
2 3 12.910855 12.910855
2 5 5.482650 5.482650
2 6 47.657704 47.657704
3 4 42.498550 42.498550
3 6 12.160100 12.160100
3 8 17.084262 17.084262
5 8 43.884091 43.884091
6 7 7.394635 7.394635
6 8 7.824946 7.824946
7 8 48.246712 48.246712
