9 20 0 3520 49 0 0
10 68 16.388440
48 85 4.681539
50 91 46.282846
51 91 3.927732
29 75 16.504410
49 95 26.770837
3 74 9.288308
16 50 3.692740
55 93 41.753899
0 2 24.956511 24.956511
0 7 38.218329 38.218329
1 2 23.268838 23.268838
1 3 12.074648 12.074648
1 6 15.817743 15.817743
1 7 36.657308 36.657308
1 8 42.561113 42.561113
2 3 45.269631 45.269631
2 4 0.665304 0.665304
2 5 22.870571 22.870571
2 6 0.764489 0.764489
3 4 4.376354 4.376354
3 6 48.072756 48.072756
3 7 38.337352 38.337352
3 8 36.980804 36.980804
4 6 43.165380 43.165380
4 8 46.626179 46.626179
5 6 48.112430 48.112430
6 7 24.623859 24.623859
6 8 9.138768 9.138768
