9 18 0 3900 246 0 0
97 18 14.172796
17 27 32.874538
6 65 35.006256
24 39 43.514817
51 89 11.954100
91 3 29.209265
72 94 30.166021
96 83 18.056276
26 52 20.795312
0 1 21.411786 21.411786
0 3 29.197058 29.197058
0 4 34.540849 34.540849
1 2 35.975219 35.975219
1 4 42.222358 42.222358
1 8 14.282662 14.282662
2 4 26.609088 26.609088
2 5 3.210547 3.210547
2 8 0.138859 0.138859
3 5 14.583270 14.583270
3 6 0.587481 0.587481
3 8 2.735984 2.735984
4 6 18.665120 18.665120
4 7 8.857997 8.857997
5 6 41.975158 41.975158
5 8 41.909543 41.909543
6 7 30.431532 30.431532
7 8 27.718436 27.718436
