9 16 0 4911 180 0 0
81 74 24.604022
34 23 12.005982
12 1 37.249367
78 26 27.175207
6 33 30.164495
42 79 12.404248
65 27 14.395581
35 78 42.193365
36 29 11.279641
0 2 44.465468 44.465468
0 4 19.284646 19.284646
0 5 0.514237 0.514237
0 7 25.009919 25.009919
1 2 45.701468 45.701468
1 5 7.272561 7.272561
1 7 12.024293 12.024293
1 8 37.412641 37.412641
2 7 27.423933 27.423933
3 6 1.368755 1.368755
3 7 16.139714 16.139714
4 5 45.426801 45.426801
5 6 1.379437 1.379437
6 7 29.158910 29.158910
6 8 36.445204 36.445204
7 8 27.932066 27.932066
