8 15 0 560 600 0 0
64 42 7.498398
26 39 29.256569
19 89 29.903562
70 25 44.296091
38 22 22.301401
71 96 30.138554
97 23 29.894406
92 81 39.352092
0 1 45.310831 45.310831
0 4 45.832698 45.832698
0 5 27.126377 27.126377
0 6 41.007721 41.007721
1 3 30.181280 30.181280
1 4 9.323405 9.323405
1 5 40.821558 40.821558
2 3 1.341288 1.341288
2 4 4.139836 4.139836
2 5 24.221015 24.221015
2 6 20.186468 20.186468
2 7 2.385022 2.385022
3 4 42.657247 42.657247
3 5 38.859218 38.859218
4 6 32.235176 32.235176
