8 16 0 7300 627 0 0
72 71 5.122532
4 57 16.875210
86 89 19.502853
86 42 25.850703
99 76 12.878811
68 21 7.901242
44 34 13.844722
27 85 7.132176
0 2 38.959929 38.959929
0 3 22.186956 22.186956
0 5 28.896451 28.896451
0 7 46.681112 46.681112
1 2 38.657796 38.657796
1 6 22.991119 22.991119
2 3 26.273385 26.273385
2 4 7.986694 7.986694
2 5 11.798456 11.798456
2 6 41.157262 41.157262
2 7 46.496475 46.496475
3 5 11.967833 11.967833
3 6 11.812189 11.812189
3 7 3.178503 3.178503
4 6 15.874203 15.874203
5 7 4.886013 4.886013
