9 16 0 7120 740 0 0
83 55 18.767357
79 11 40.850551
81 39 37.362285
18 23 11.391034
9 78 47.921690
47 38 28.164006
28 39 11.888485
45 8 49.563585
92 64 40.632344
0 2 16.522721 16.522721
1 3 8.873257 8.873257
1 5 10.858486 10.858486
1 7 27.884762 27.884762
1 8 42.571795 42.571795
2 3 3.721732 3.721732
2 7 25.899533 25.899533
3 6 39.457381 39.457381
3 7 32.854701 32.854701
3 8 34.031190 34.031190
4 5 41.813410 41.813410
4 6 1.745659 1.745659
4 8 12.482070 12.482070
6 7 10.603656 10.603656
6 8 26.985992 26.985992
7 8 28.685873 28.685873
