9 21 0 4300 2590 0 0
34 15 25.270852
36 27 10.736412
42 24 3.953673
5 20 31.060213
63 31 38.183233
34 7 11.061434
73 60 29.560228
79 49 5.526902
51 14 0.097659
0 1 36.764122 36.764122
0 2 43.002106 43.002106
0 3 5.340739 5.340739
0 4 44.425794 44.425794
0 7 40.206610 40.206610
1 4 42.266610 42.266610
1 8 2.311777 2.311777
2 4 32.454909 32.454909
2 5 35.807367 35.807367
2 7 12.269967 12.269967
3 4 21.025727 21.025727
3 5 27.626881 27.626881
3 6 28.348643 28.348643
4 5 30.436110 30.436110
4 6 35.592212 35.592212
4 7 23.198645 23.198645
5 6 36.315500 36.315500
5 7 10.141301 10.141301
5 8 0.741600 0.741600
6 7 6.953642 6.953642
7 8 9.413434 9.413434
