9 17 0 3440 249 0 0
57 32 45.060579
58 46 13.379315
86 16 43.925291
68 90 30.033265
78 22 1.049837
3 28 41.973632
49 36 21.138646
14 59 34.600360
1 65 0.526444
0 2 34.720908 34.720908
0 4 3.839228 3.839228
0 5 16.469314 16.469314
1 2 24.535356 24.535356
1 4 24.886319 24.886319
1 7 12.303537 12.303537
1 8 17.082736 17.082736
2 5 34.960479 34.960479
2 6 6.599628 6.599628
2 8 1.680044 1.680044
3 4 38.682211 38.682211
3 6 19.124424 19.124424
3 7 9.363079 9.363079
3 8 1.080355 1.080355
4 5 31.275369 31.275369
4 8 8.975494 8.975494
5 8 9.935301 9.935301
