9 17 0 4366 148 0 0
41 31 17.346721
69 14 2.664266
44 46 25.112156
27 40 23.207801
73 13 6.984161
93 27 29.938658
26 11 4.092532
5 46 40.835292
20 5 48.094119
0 4 35.651723 35.651723
0 6 34.705649 34.705649
0 8 21.895505 21.895505
1 2 46.479690 46.479690
1 3 27.170629 27.170629
1 5 0.985748 0.985748
1 6 43.281350 43.281350
2 3 1.321451 1.321451
2 4 31.475265 31.475265
2 8 49.308756 49.308756
3 4 2.235481 2.235481
3 5 11.049226 11.049226
4 7 27.652821 27.652821
5 6 27.204199 27.204199
5 8 42.265084 42.265084
6 8 10.177923 10.177923
7 8 2.940458 2.940458
