8 14 0 8280 707 0 0
3 36 23.528245
50 21 3.189184
32 88 26.804407
69 77 34.499649
8 15 27.986999
95 88 45.999023
13 95 1.751762
79 98 1.435896
0 2 16.435743 16.435743
0 3 40.128788 40.128788
0 4 24.178289 24.178289
0 5 9.521775 9.521775
1 6 18.126469 18.126469
2 3 11.899167 11.899167
2 5 21.205786 21.205786
2 7 37.116611 37.116611
3 4 30.777917 30.777917
3 5 47.373882 47.373882
3 7 42.468032 42.468032
4 6 12.630085 12.630085
5 6 15.091403 15.091403
6 7 44.254891 44.254891
