9 17 0 50 1480 0 0
46 83 36.477248
11 18 48.472549
37 49 39.132359
55 17 30.230110
72 18 5.009613
19 4 13.370159
50 60 42.460402
56 66 35.546434
25 20 40.142521
0 1 41.334269 41.334269
0 3 35.522019 35.522019
0 4 43.346965 43.346965
1 2 42.912076 42.912076
1 4 10.443434 10.443434
1 6 29.094821 29.094821
1 7 2.800073 2.800073
2 3 46.819971 46.819971
2 4 35.580004 35.580004
2 7 39.242225 39.242225
3 6 37.679678 37.679678
4 6 28.458510 28.458510
4 7 15.683462 15.683462
4 8 33.367412 33.367412
5 6 6.176946 6.176946
6 7 15.736869 15.736869
6 8 39.588610 39.588610
