9 18 0 6680 259 0 0
70 70 28.551592
78 99 2.185125
74 54 6.645405
46 84 49.632252
3 19 29.732658
40 32 23.966185
64 57 10.785241
75 77 44.137394
51 80 37.632374
0 3 42.873928 42.873928
0 6 18.265328 18.265328
0 7 39.030122 39.030122
0 8 25.402081 25.402081
1 2 15.334025 15.334025
1 3 48.994415 48.994415
1 4 35.230567 35.230567
1 6 27.663503 27.663503
1 8 5.494858 5.494858
2 5 8.857997 8.857997
2 6 6.683554 6.683554
2 7 49.836726 49.836726
3 4 42.849513 42.849513
4 7 39.577929 39.577929
4 8 0.392163 0.392163
5 7 14.520707 14.520707
5 8 28.366955 28.366955
6 8 12.337107 12.337107
