9 21 0 5054 1161 0 0
67 40 20.499283
40 54 18.433180
39 90 39.782403
93 25 41.712699
66 31 5.861080
71 90 36.020997
35 7 25.022126
85 40 39.881588
68 39 45.568712
0 2 5.969420 5.969420
0 4 30.571917 30.571917
0 5 28.650777 28.650777
0 6 33.773309 33.773309
0 7 41.785943 41.785943
0 8 35.529649 35.529649
1 3 43.230995 43.230995
1 4 12.596515 12.596515
1 5 31.246376 31.246376
1 6 40.438551 40.438551
2 5 43.194372 43.194372
2 8 15.736869 15.736869
3 5 39.710685 39.710685
3 6 44.193854 44.193854
3 7 36.960967 36.960967
3 8 10.214545 10.214545
4 8 45.071261 45.071261
5 6 24.176763 24.176763
5 7 2.674947 2.674947
5 8 7.284768 7.284768
6 8 25.585192 25.585192
